week_start,cases,temp_c,rh_pct,rain_mm,wind10_kmh,soil_moisture_top_m3m3
2/17/2025,782,30.77321429,25.69642857,0,14.48511905,0.039279762
2/24/2025,353,30.89404762,27.26190476,0,13.45595238,0.056886905
3/3/2025,244,31.1327381,38.11309524,19.7,14.47380952,0.085684524
3/10/2025,210,27.22321429,60.43452381,44.2,7.501785714,0.203
3/17/2025,242,27.69702381,60.19047619,24.8,9.29047619,0.154392857
3/24/2025,193,27.75595238,61.13690476,29.7,9.99702381,0.161017857
3/31/2025,351,30.27559524,47.66071429,12.9,13.00535714,0.083738095
4/7/2025,"1,040",29.0625,53.04166667,51.7,9.7125,0.081339286
4/14/2025,"1,361",26.10119048,73.10119048,30.9,6.788095238,0.212738095
4/21/2025,"2,275",28.10952381,56.31547619,0.5,13.70595238,0.120428571
4/28/2025,400,27.39166667,63.25,19.5,7.38452381,0.152505952
5/5/2025,"1,624",26.44702381,67.71428571,15.2,7.748809524,0.170625
5/12/2025,"2,959",28.29047619,54.68452381,10.4,8.845238095,0.088380952
5/19/2025,"3,320",29.55892857,49.33333333,3.2,8.028571429,0.04577381
5/26/2025,"6,683",30.11904762,40.58333333,0.7,9.480952381,0.014886905
6/2/2025,"6,012",29.95952381,40.80357143,0,9.572619048,0.018005952
6/9/2025,"6,400",30.43154762,39.01785714,0,11.94642857,0.050839286
6/16/2025,"5,454",28.87202381,47.25,1.2,7.370238095,0.066494048
6/23/2025,"4,297",29.71071429,41.17261905,0.5,9.945238095,0.060565476
6/30/2025,"6,021",29.35357143,44.16666667,2.3,8.16547619,0.044160714
